appid,name,content,positive_ratio
251890,World of Diving,"Game: World of Diving. Description: An uncharted world awaits. World of Diving is the multiplayer online game that brings you an exhilarating underwater adventure with optional VR support.. Genres: Adventure, Indie, Simulation, Early Access. Steamspy_tags: Early Access, Simulation, Adventure. Categories: Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, VR Support, Includes level editor",0.5693311582381729
251910,Solar Flux,"Game: Solar Flux. Description: Travel across the universe and save dying suns from extinction in this unique and challenging puzzle strategy game. You are the last hope to bring salvation to a perishing universe as you collect and deliver fragments of plasma using your omni-directional ship.. Genres: Indie, Strategy. Steamspy_tags: Indie, Strategy, Puzzle. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",0.7587412587412588
251990,Long Live The Queen,"Game: Long Live The Queen. Description: Rule the world or die trying!Being a Princess is not an easy job. Being a Queen is even harder. Especially when you're only fourteen years old, and the reason you've inherited the throne is that your royal mother has just met an untimely end.Now power is up for grabs.. Genres: Indie, RPG, Simulation, Strategy. Steamspy_tags: Visual Novel, Anime, Female Protagonist. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards",0.9488340882402282
252010,Oniken: Unstoppable Edition,"Game: Oniken: Unstoppable Edition. Description: When a global war nearly decimated humankind, an evil military organization called Oniken takes advantage of the situation to dominate and oppress the few remaining survivors. Even though any resistance to this organization seemed hopeless, a small rebel movement organizes strikes against Oniken.. Genres: Action, Indie. Steamspy_tags: Retro, Platformer, Action. Categories: Single-player, Steam Achievements, Steam Trading Cards, Captions available, Partial Controller Support, Steam Cloud, Steam Leaderboards",0.827247191011236
252030,Valdis Story: Abyssal City,"Game: Valdis Story: Abyssal City. Description: Assume the role of Wyatt in this Action/Exploration Platformer as you explore the ruins of a holy city that was lost many years ago. Battle various types of demons, angels, and a new threat known only as the “Ferals”, using swordsmanship, martial arts, and sorcery.. Genres: Action, Indie, RPG. Steamspy_tags: Metroidvania, Action, RPG. Categories: Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",0.8486178148310662
252070,Gimbal,"Game: Gimbal. Description: Gimbal is the multiplayer shooter with buildable vehicles. Customize your weaponry, engines, and accessories, and then take to the skies against other pilots in real time.. Genres: Action, Indie. Steamspy_tags: Indie, Action, Space. Categories: Multi-player, Partial Controller Support",0.7611940298507462
252110,Lovers in a Dangerous Spacetime,"Game: Lovers in a Dangerous Spacetime. Description: Explore a neon galaxy in your very own battleship in this 1- to 4-player couch co-op adventure.. Genres: Action, Indie, Simulation. Steamspy_tags: Local Co-Op, Action, Co-op. Categories: Single-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",0.9468354430379748
252130,Divide By Sheep,"Game: Divide By Sheep. Description: Divide By Sheep is a mind-bending math puzzler about friendship and slicing sheep in half with lasers. The Grim Reaper flooded the world, and it's up to you to save critters stranded on islands. Insane math skills required.. Genres: Adventure, Casual, Indie. Steamspy_tags: Casual, Indie, Puzzle. Categories: Single-player, Steam Achievements, Steam Trading Cards",0.9356955380577427
252170,Anomaly Warzone Earth Mobile Campaign,"Game: Anomaly Warzone Earth Mobile Campaign. Description: Anomaly Warzone Earth Mobile Campaign continues Steam's Anomaly Warzone Earth in extra 15-level campaign. Originally released on mobile devices, the campaign is brought to Steam for PC, Mac and Linux exclusively in Anomaly Bundle. AWE Mobile Campaign turns tower defense on its head.. Genres: Action, Strategy. Steamspy_tags: Strategy, Action, Tower Defense. Categories: Single-player, Steam Trading Cards",0.8061538461538461
252230,YAIBA: NINJA GAIDEN Z,"Game: YAIBA: NINJA GAIDEN Z. Description: Step into a living comic book in this new take on the Ninja Gaiden series. Brandishing his ninja sword and the mecha weapons in his cyber arm, Yaiba slaughters zombies with brutal, over-the-top abandon. Will you slice enemies to pieces, crush them with Yaiba's cyborg arm or just rip off a zombie’s arms to use as nunchucks?. Genres: Action, Adventure. Steamspy_tags: Action, Hack and Slash, Ninja. Categories: Single-player, Steam Achievements, Steam Leaderboards",0.6730245231607629
252270,Zombie Tycoon 2: Brainhov's Revenge,"Game: Zombie Tycoon 2: Brainhov's Revenge. Description: Pick your faction, Monster, strategy, and find out who gets to become King of the Undead!. Genres: Action, Indie, Strategy. Steamspy_tags: Strategy, Action, Indie. Categories: Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",0.6509803921568628
252290,Elegy for a Dead World,"Game: Elegy for a Dead World. Description: Explore dead civilizations, write about what you find, and share your stories with the universe: a game about writing fiction.. Genres: Adventure, Indie. Steamspy_tags: Indie, Adventure, Story Rich. Categories: Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Stats",0.6603053435114504
252310,Syder Arcade,"Game: Syder Arcade. Description: Killing zombies never gets old, but sometimes you just need a break. Get back to some serious old-school gaming with Syder Arcade! Syder Arcade is a love letter to Amiga games of the ‘90s, no coins, no upgrade grinding, just your tenacity and a motherload of alien invaders.. Genres: Action, Indie. Steamspy_tags: Shoot 'Em Up, Indie, Action. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards",0.8528
252330,Slender: The Arrival,"Game: Slender: The Arrival. Description: You're on your own. No one to come for you. No one to help you. No one to hear you scream. Slender: The Arrival is the official videogame adaption of Slender Man, developed in collaboration with Eric &quot;Victor Surge&quot; Knudson, creator of the paranormal phenomenon that has been terrifying the curious-minded around the world since.... Genres: Action, Adventure, Indie. Steamspy_tags: Horror, First-Person, Survival Horror. Categories: Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards",0.8854538248117321
252350,Double Dragon: Neon,"Game: Double Dragon: Neon. Description: BRO-TACULAR! Legendary martial artists, Billy and Jimmy Lee return in this creative re-imagining of the classic beat ‘em up, Double Dragon Neon. Fight your way through countless henchmen including Linda and Abobo on your way to rescue the love of your life, Marian!. Genres: Action, Indie. Steamspy_tags: Beat 'em up, Co-op, Great Soundtrack. Categories: Single-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",0.7719654647028948
252410,SteamWorld Dig,"Game: SteamWorld Dig. Description: SteamWorld Dig is a platform mining adventure with strong Metroidvanian influences. Take the role of Rusty, a lone mining steambot, as he arrives at an old mining town in great need. Dig your way through the old earth, gaining riches while uncovering the ancient threat that lurks below.... Genres: Action, Adventure, Indie. Steamspy_tags: Platformer, Mining, Steampunk. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",0.9294144348615524
252450,StarDrive 2,"Game: StarDrive 2. Description: StarDrive 2 is an exciting and evolutionary step forward for the StarDrive franchise. In this eagerly anticipated sequel, the core mechanics have evolved to incorporate a turn-based strategic layer, featuring spectacular realtime battles.. Genres: Indie, Strategy. Steamspy_tags: Strategy, Space, Sci-fi. Categories: Single-player, Steam Achievements, Steam Trading Cards",0.5605797101449276
252470,Space Pirates And Zombies 2,"Game: Space Pirates And Zombies 2. Description: Design and then improve the ultimate mothership. Explore a persistent living galaxy populated by 200 unique captains that can do everything you can do. Survive the zombie infection and then fight them back. Make allies and start your own faction. Build your empire. Also includes Sandbox Mode.. Genres: Action, Adventure, Indie, RPG, Simulation, Strategy. Steamspy_tags: Space, Strategy, Action. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats",0.7923003802281369
252490,Rust,"Game: Rust. Description: The only aim in Rust is to survive. To do this you will need to overcome struggles such as hunger, thirst and cold. Build a fire. Build a shelter. Kill animals for meat. Protect yourself from other players, and kill them for meat. Create alliances with other players and form a town. Do whatever it takes to survive.. Genres: Action, Adventure, Indie, Massively Multiplayer, RPG. Steamspy_tags: Survival, Crafting, Multiplayer. Categories: Multi-player, Online Multi-Player, MMO, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Valve Anti-Cheat enabled, Stats",0.8040382517449348
252530,OMSI 2: Steam Edition,"Game: OMSI 2: Steam Edition. Description: Off to the next round! Experience a new omnibus simulator with OMSI 2 and start discovering Spandau while driving the omnibus. OMSI 2 is the successor of the well-known and awarded omnibus simulator &quot;OMSI - The Bus Simulator&quot;.. Genres: Casual, Simulation. Steamspy_tags: Simulation, Driving, Realistic. Categories: Single-player, Full controller support, Includes level editor",0.771875
252550,Qbeh-1: The Atlas Cube,"Game: Qbeh-1: The Atlas Cube. Description: QBEH-1 is an atmospheric 1st-person puzzle platformer that takes players on a quest through a series of divergent worlds. Each world is filled with new puzzles that require special cubes to solve as well as fun secrets to uncover. Includes a LEVEL EDITOR and STEAM WORKSHOP support!. Genres: Adventure, Casual, Indie. Steamspy_tags: Puzzle, Indie, Casual. Categories: Single-player, Steam Achievements, Steam Trading Cards, VR Support, Steam Workshop, Partial Controller Support, Includes level editor",0.8848797250859106
252570,Depths of Fear :: Knossos,"Game: Depths of Fear :: Knossos. Description: Depths of Fear :: Knossos, a Greek-themed, 1st Person, Roguelike stealthy action-adventure where you play as Theseus out to kill the rampaging horror the Minotaur. Succeed in the beast’s slaughter or learn the meaning of fear trying. You will run. You will hide. You will fight. You will die.. Genres: Action, Adventure, Indie. Steamspy_tags: Indie, Adventure, Action. Categories: Single-player, Steam Achievements, Steam Trading Cards",0.6482412060301508
252610,Death Road to Canada,"Game: Death Road to Canada. Description: Control a car full of jerks as they explore cities, recruit weird people, rescue dogs, argue with each other, and face gigantic swarms of slow zombies. Randomly generated for a new story and rare events every time you play!. Genres: Action, Indie, RPG. Steamspy_tags: Pixel Graphics, Zombies, Action. Categories: Single-player, Local Multi-Player, Local Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards",0.9339169726066084
252630,Eldritch Reanimated,"Game: Eldritch Reanimated. Description: Eldritch is the original imsim roguelike: a first-person action game inspired by roguelikes, immersive sims, and H. P. Lovecraft.. Genres: Action, Adventure, Indie, RPG. Steamspy_tags: Rogue-like, Lovecraftian, Indie. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",0.8810872027180068
252670,Nihilumbra,"Game: Nihilumbra. Description: Discover the beautiful world of Nihilumbra and join Born on his adventure to find himself whilst trying to escape from his inevitable curse. Born was created from the absolute nothingness: The Void. But somehow he separates himself from the black emptiness and appears in the world.. Genres: Adventure, Casual, Indie. Steamspy_tags: Indie, Platformer, Adventure. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",0.8929133858267716
252690,Fantasy Grounds,"Game: Fantasy Grounds. Description: Fantasy Grounds is a hybrid application which allows you to play and create your own RPG games. It facilitates this play and provides some optional add-on Adventure modules which can be loaded and played with very little preparation. Each game will require a GameMaster (GM) and one or more players.. Genres: Indie, RPG, Strategy. Steamspy_tags: RPG, Strategy, Software. Categories: Multi-player, Co-op, Cross-Platform Multiplayer",0.790356394129979
252710,The Last Express Gold Edition,"Game: The Last Express Gold Edition. Description: Step aboard the 1914 Orient Express in this award-winning mystery adventure from Prince of Persia creator Jordan Mechner. Described as one of the best adventure games of all time, The Last Express is an intrigue-filled adventure set aboard the luxurious Orient Express.. Genres: Adventure. Steamspy_tags: Adventure, Point & Click, Mystery. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",0.82
252730,YOU DON'T KNOW JACK Vol. 1 XL,"Game: YOU DON'T KNOW JACK Vol. 1 XL. Description: The original PC sensation that started it all! We've brought it back in all its virginal glory! The world was a much simpler place in 1995. The kids were listening to the grunge, the first test-tube gorilla was born at the Cincinnati Zoo, and a little trivia game called YOU DON’T KNOW JACK took the interactive CD-ROM trivia game show.... Genres: Casual, Indie. Steamspy_tags: Casual, Indie, Comedy. Categories: Single-player, Multi-player",0.7307692307692307
252750,MouseCraft,"Game: MouseCraft. Description: Ever wondered what a cross between Tetris and Lemmings would look like? Well, wonder no more, 'cause... MouseCraft is here! MouseCraft is an A to B puzzle game where players help Schrödinger, the crazy cat scientist, in completing his mysterious, mice-powered invention.. Genres: Action, Adventure, Casual, Indie, Strategy. Steamspy_tags: Indie, Casual, Puzzle. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Includes level editor",0.8936170212765957
252830,Claire,"Game: Claire. Description: Claire is alone, lost, and hunted. The world has quickly becomes shrouded in darkness with unseen threats stalking Claire from the shadows. Aided by her dog and armed only with a flashlight, Claire must conquer her fear and find her comatose mother. However, there are others lost in the darkness seeking salvation.. Genres: Action, Adventure, Indie. Steamspy_tags: Horror, Indie, Adventure. Categories: Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support",0.6977491961414791
252870,PULSAR: Lost Colony,"Game: PULSAR: Lost Colony. Description: Team up to operate an advanced starship and explore a randomized galaxy falling into chaos. Each player (up to five) takes on a unique role and must work together in order to find the Lost Colony.. Genres: Action, Adventure, Indie, Simulation, Early Access. Steamspy_tags: Early Access, Space, Co-op. Categories: Single-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Partial Controller Support",0.9036801453884598
252890,Dracula: Love Kills,"Game: Dracula: Love Kills. Description: The Queen of Vampires emerges from the ashes of history, seeking to destroy the world of humans and rule over its ruins! No one, human or vampire, will stand in her way!Count Dracula awakens, weakened and stripped of his powers after years of healing from his last battle with Dr. Van Helsing.. Genres: Adventure, Casual. Steamspy_tags: Casual, Adventure, Hidden Object. Categories: Single-player, Steam Achievements",0.8130081300813008
252950,Rocket League®,"Game: Rocket League®. Description: Rocket League is a high-powered hybrid of arcade-style soccer and vehicular mayhem with easy-to-understand controls and fluid, physics-driven competition. Rocket League includes casual and competitive Online Matches, a fully-featured offline Season Mode, special “Mutators” that let you change the rules entirely, hockey and.... Genres: Action, Indie, Racing, Sports. Steamspy_tags: Multiplayer, Racing, Soccer. Categories: Single-player, Multi-player, Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats",0.9174814753174444
253030,Race The Sun,"Game: Race The Sun. Description: You are a solar-powered craft. The sun is your death timer. Hurtle towards the sunset at breakneck speed in a futile race against time. Delay the inevitable by catching speed boosts which reverse the setting sun - if only for a moment.. Genres: Action, Indie, Racing. Steamspy_tags: Racing, Indie, Singleplayer. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor",0.9387609355472236
253110,The Cat Lady,"Game: The Cat Lady. Description: The Cat Lady follows Susan Ashworth, a lonely 40-year old on the verge of suicide. She has no family, no friends and no hope for a better future. One day she discovers that five strangers will come along and change everything.... Genres: Adventure, Indie. Steamspy_tags: Horror, Story Rich, Indie. Categories: Single-player, Steam Achievements, Steam Trading Cards",0.9333694474539544
253150,Halfway,"Game: Halfway. Description: Halfway is a turn-based strategy RPG taking place a few hundred years into the future. Humanity has started colonising new worlds. Until now, they were alone .... Genres: Action, Indie, RPG, Strategy. Steamspy_tags: RPG, Strategy, Turn-Based. Categories: Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Includes level editor",0.7771739130434783
253230,A Hat in Time,"Game: A Hat in Time. Description: A Hat in Time is a cute-as-heck 3D platformer featuring a little girl who stitches hats for wicked powers! Freely explore giant worlds and recover Time Pieces to travel to new heights!. Genres: Adventure, Indie. Steamspy_tags: 3D Platformer, Cute, Female Protagonist. Categories: Single-player, Local Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Stats, Includes level editor",0.9795961148766684
253250,Stonehearth,"Game: Stonehearth. Description: Pioneer a living world full of warmth, heroism, and mystery. Help a small group of settlers build a home for themselves in a forgotten land. Establish a food supply, build shelter, defend your people, monitor their moods, and find a way to grow and expand, facing challenges at every step.. Genres: Indie, Simulation, Strategy. Steamspy_tags: City Builder, Building, Sandbox. Categories: Single-player, Multi-player, Online Multi-Player, Local Multi-Player, Co-op, Online Co-op, Local Co-op, Steam Trading Cards, Steam Workshop",0.753052722310013
253290,FOTONICA,"Game: FOTONICA. Description: Ever wondered what running at 140mph feels like? FOTONICA is a first-person game about the thrill of speed and traveling flawlessly through complex environments.FOTONICA is simple, but is not easy: it follows a tradition of arcade games that are easy to pick up and almost impossible to master.. Genres: Action, Indie. Steamspy_tags: Indie, Action, First-Person. Categories: Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards",0.8794117647058823
253330,Neverending Nightmares,"Game: Neverending Nightmares. Description: Experience true psychological horror as you explore nightmares inspired by the creator's struggles with depression and OCD. The defenseless protagonist must avoid monstrous manifestations of what haunts his subconscious in his quest to wake up into reality.. Genres: Action, Adventure, Indie. Steamspy_tags: Horror, Psychological Horror, Indie. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud",0.7443125618199802
253350,Tiny Barbarian DX,"Game: Tiny Barbarian DX. Description: Steel yourself for a relentless display of might and muscle…brawn and bravery…magic and mayhem! Inspired by heroic fantasy fiction, Tiny Barbarian DX combines engaging 2D platform action and combo-based hack-and-slash combat with retro-style pixel art and a loincloth-stirring chiptune soundtrack.. Genres: Action, Adventure. Steamspy_tags: Action, Adventure, Platformer. Categories: Single-player, Multi-player, Local Multi-Player, Co-op, Local Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",0.8472906403940886
253370,Axis Game Factory's AGFPRO v3,"Game: Axis Game Factory's AGFPRO v3. Description: Axis Game Factory’s AGFPRO v3.0 – for PC, MAC and LINUXWe just released version 3.0 of AGFPRO &amp; Premium - there are a TON of new features, assets and functionality that have been added, giving users the ability to create amazing game levels and maps like NEVER BEFORE!!Major features to AGFPRO 3.. Genres: Animation & Modeling, Design & Illustration, Education, Software Training, Utilities. Steamspy_tags: Utilities, Design & Illustration, Software Training. Categories: Includes level editor",0.6454293628808865
253390,Hot Tin Roof: The Cat That Wore A Fedora,"Game: Hot Tin Roof: The Cat That Wore A Fedora. Description: You’re the Private Investigator on a string of grisly murders, scouring for clues in a 3D side-scrolling world. Grab your fedora and revolver - in Hot Tin Roof you’re on the case! Dive into a noir mystery and become Emma Jones, the only PI partnered to a cat named Franky.. Genres: Action, Adventure, Indie, RPG. Steamspy_tags: Adventure, Noir, Indie. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats",0.6529411764705882
253430,CastleMiner Z,"Game: CastleMiner Z. Description: CastleMiner Z is an infinite world filled with deep places to explore, and horrifying monsters to slay. Build structures out of blocks, craft weapons and tools from raw materials, and explore the vast and frightening world around you.. Genres: Violent, Action, Adventure, Indie. Steamspy_tags: Survival, Multiplayer, Zombies. Categories: Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Achievements",0.7097796798224758
253490,CABAL Online,"Game: CABAL Online. Description: The original revolution of action has arrived on Steam. Put your skills to the test in one of the most renowned action-oriented and diverse MMORPG experiences of all time. Play now for free!. Genres: Action, Free to Play, Massively Multiplayer, RPG. Steamspy_tags: Free to Play, Massively Multiplayer, MMORPG. Categories: Multi-player, MMO",0.6411917098445595
253610,Wrack,"Game: Wrack. Description: Wrack is all about action - spectacular action! The addictive kill chain system encourages you to mow down as many enemies in a short period of time as possible. No hiding - keep your chain going by getting out there and kicking some alien ass!. Genres: Action, Indie. Steamspy_tags: FPS, Indie, Action. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor",0.7303149606299213
253690,Tiny Brains,"Game: Tiny Brains. Description: &quot;Tiny Brains&quot; is a cooperative action puzzler that follows four super-powered lab animals in their attempt to escape a mad scientist's experiments. In this joyously chaotic multiplayer game, the four &quot;Tiny Brains&quot; must combine their unique physics-based powers to navigate through a trick-ridden maze.. Genres: Action, Adventure, Casual, Indie. Steamspy_tags: Casual, Indie, Adventure. Categories: Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards",0.7819025522041764
253750,Ikaruga,"Game: Ikaruga. Description: Shoot! Dodge! and... Get Hit!? &quot;Ikaruga&quot; is a vertical shoot 'em up that features an unique polarity-switching gameplay. Switch the ship's polarity and &quot;get hit and absorb&quot; enemy bullets! Achieve High Score with the chain bonus!. Genres: Action, Indie. Steamspy_tags: Bullet Hell, Shoot 'Em Up, Arcade. Categories: Single-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",0.952316076294278
253840,Shantae: Half-Genie Hero,"Game: Shantae: Half-Genie Hero. Description: Shantae embarks on her first full HD adventure! When a mysterious crime wave sweeps Sequin Land, it’s up to Half-Genie Hero Shantae to save the day! Use Shantae’s devastating Hair-Whip Attack to send monsters flying, or Belly Dance to transform her into more powerful forms!. Genres: Action, Adventure, Indie. Steamspy_tags: Female Protagonist, Platformer, Great Soundtrack. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",0.9141630901287554
253860,Earth 2140,"Game: Earth 2140. Description: The year is 2140. After numerous wars and several environmental disasters, only two world powers remain; the United Civilized States (»UCS«), covering the American continent, Western Europe and North Africa, and the Eurasian Dynasty (»ED«) covering the coherent landmasses of Eastern Europe and Asia.. Genres: Strategy. Steamspy_tags: Strategy, RTS, Singleplayer. Categories: Single-player, Online Multi-Player, Cross-Platform Multiplayer, Steam Trading Cards, Steam Cloud",0.5583756345177665
253880,Earth 2150 Trilogy,"Game: Earth 2150 Trilogy. Description: Your heroes and your armies will need strong leadership to take them on a spellbinding odyssey that has everything a gamer’s heart could wish for breathtaking worlds in space, battles against cunning enemies and even downright treason from your own government faction - are you up to it?. Genres: Strategy. Steamspy_tags: Strategy, RTS, Sci-fi. Categories: Single-player, Multi-player, Online Multi-Player, Cross-Platform Multiplayer, Steam Trading Cards, Steam Cloud, Includes level editor",0.7322654462242563
253900,Knights and Merchants,"Game: Knights and Merchants. Description: KNIGHTS and MERCHANTS recreates the era of the Middle Ages. Apart from the purely fictitious geography of our world, all game elements and scenes are based on the Anglo-Saxon period, 1200 A.D. And we haven't used imaginary elements like fabled creatures, either. The player takes on the role of an ordinary captain in the Palace Guard.. Genres: Simulation, Strategy. Steamspy_tags: Strategy, Medieval, City Builder. Categories: Single-player, Multi-player, Steam Trading Cards",0.8196778711484594
253960,Jack Orlando: Director's Cut,"Game: Jack Orlando: Director's Cut. Description: 1933 will go down in the history books as the year America passed the 21st Amendment to the Constitution. Prohibition is over. To the delight of millions, alcohol can now flow freely across the thirsty land. Two days before the official announcement, bars and clubs across the land are stocking up on quality whiskey.. Genres: Adventure. Steamspy_tags: Adventure, Point & Click, Noir. Categories: Single-player, Steam Trading Cards",0.6360655737704918
253980,Enclave,"Game: Enclave. Description: Experience incredibly atmospheric and intense medieval combat action! Go ahead and enter a new world, the award-winning world of ENCLAVE!The people of Light and Darkness are divided by a bottomless rift that split the earth many millennia ago.. Genres: RPG. Steamspy_tags: RPG, Action, Third Person. Categories: Single-player, Steam Trading Cards, Steam Cloud",0.7815915627996165
254060,KnightShift,"Game: KnightShift. Description: Do you like Real Time Strategy? or are Role Playing Games your preference…Why not try both genres in one? … or even both separately? …In one game: KnightShift!In a mystical world beyond fantasy and imagination, where corruption and disaster go hand in hand, not all is as it seems.. Genres: RPG, Strategy. Steamspy_tags: RPG, Strategy, Fantasy. Categories: Single-player, Multi-player, Online Multi-Player, Cross-Platform Multiplayer, Steam Trading Cards, Steam Cloud",0.5964240102171137
254080,World War III: Black Gold,"Game: World War III: Black Gold. Description: Actual Armies. Actual Weapons. Actual Political Issues.World War III - Black Gold takes the player to the near future. The political crisis has been going on for months, leading to worldwide turmoil. A secret conference of the UN Central Geological Commission reveals that worldwide oil reserves have reached dangerously low levels: Oil.... Genres: Strategy. Steamspy_tags: Strategy, RTS, War. Categories: Single-player, Multi-player, Online Multi-Player, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards, Steam Cloud, Includes level editor",0.5575620767494357
254200,FortressCraft Evolved!,"Game: FortressCraft Evolved!. Description: FortressCraft Evolved is a unique blend of Voxel Landscapes, Tower Defense, Crafting, Logistics, Exploration, Combat and Assembly lines. Players begin by crash-landing on a strange alien world, left with only a small handful of starting machines.. Genres: Adventure, Casual, Indie, RPG, Simulation, Strategy. Steamspy_tags: Sandbox, Crafting, Building. Categories: Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, VR Support, Steam Workshop, Partial Controller Support, Stats, Steam Leaderboards, Includes level editor",0.7405089695452649
254300,Dofus,"Game: Dofus. Description: A VAST WORLD JUST WAITING TO BE DISCOVERED! Touchdown in the World of Twelve and set off on a great adventure in DOFUS - an original massively multiplayer online role playing universe where humor goes hand in hand with action-packed, tactical battles.. Genres: Adventure, Massively Multiplayer, RPG, Strategy. Steamspy_tags: Massively Multiplayer, Strategy, RPG. Categories: Multi-player, Online Multi-Player, MMO, Co-op, Online Co-op, In-App Purchases",0.7213114754098361
254320,Duskers,"Game: Duskers. Description: Pilot drones into derelict spaceships to find the means to survive and piece together how the universe became a giant graveyard.. Genres: Indie, Strategy. Steamspy_tags: Strategy, Sci-fi, Indie. Categories: Single-player",0.8857677902621723
254440,Pool Nation,"Game: Pool Nation. Description: Play POOL NATION and become mesmerised by our balls, entranced by our decals &amp; unashamedly attached to our cues, so join us please, &amp; just have fun playing pool!! WARNING: contains addictive content!! Pool Nation, with WORKSHOP integration AVAILABLE NOW in our Crazy Mode the Box Of Tricks (Out Now)!. Genres: Casual, Indie, Simulation, Sports, Strategy. Steamspy_tags: Sports, Simulation, Pool. Categories: Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards",0.9007064364207221
254460,Obscure,"Game: Obscure. Description: For some time now, Leafmore High School has been the setting for unexplained disappearances. In this survival horror game, you take control of a group of 5 American students. With your friends, you try to unravel the mysterious happenings at this unremarkable-looking school. The night will be long and survival not will not be easy.... Genres: Action, Adventure. Steamspy_tags: Horror, Survival Horror, Action. Categories: Single-player, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud",0.9256756756756755
254480,Obscure II (Obscure: The Aftermath),"Game: Obscure II (Obscure: The Aftermath). Description: Two years ago, a group of young teenagers found themselves trapped inside their school. They suffered through the longest night of their lives, chased by abominable creatures created by their principal. Some of them survived that terrible night, while others perished.. Genres: Action, Adventure. Steamspy_tags: Horror, Action, Survival Horror. Categories: Single-player, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud",0.7993920972644377
254700,resident evil 4 / biohazard 4,"Game: resident evil 4 / biohazard 4. Description: Special agent Leon S. Kennedy is sent on a mission to rescue the U.S. President’s daughter who has been kidnapped.. Genres: Action, Adventure. Steamspy_tags: Inventory Management, Survival Horror, Action. Categories: Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Steam Leaderboards",0.8382966051220965
254820,Ground Control Anthology,"Game: Ground Control Anthology. Description: The year is 2419. War has devastated Earth, and mega-corporations take to the stars to fight over colonised planets. Your employer, the Crayven Corporation, chose you to command an army of ground and air forces. You thought it would be just another brush-fire war. You were wrong.. Genres: Strategy. Steamspy_tags: Strategy, RTS, Sci-fi. Categories: Single-player, Multi-player, Co-op",0.8507462686567164
